id,command,lastname,firstname,rank,badge_no
000001, O D,Smith,Gerald,Police Officer,31902
000003,001 DET,Adams,Paul,Detective,00188
000004,001 DET,Banville,John,Detective,06808
000007,001 DET,Bisogna,Joseph,Detective,01515
000008,001 DET,Bracero,Robert,Lieutenant,00000
000009,001 DET,Brown,Trenton,Detective,02525
000010,001 DET,Burgos,Angelo,Lieutenant,00000
000011,001 DET,Cirilo,Eduardo,Detective,02516
000012,001 DET,Colonna,Michael,Detective,00991
000013,001 DET,Cozzi,Anthony,Detective,01612
000014,001 DET,Delpozo,Raul,Detective,00207
000016,001 DET,Dipaola,Louis,Detective,02323
000017,001 DET,Donohue,William,Detective,00225
000018,001 DET,Drouin,James,Lieutenant,00000
000020,001 DET,Felicetti,Frank,Detective,01194
000021,001 DET,Francisco,Frank,Detective,02987
000023,001 DET,Fullam,Brian,Detective,01166
000025,001 DET,George,Steven,Detective,05331
000027,001 DET,Graham,Martin,Detective,03674
000029,001 DET,Howard,Darice,Detective,04835
000030,001 DET,Irizarry,Federico,Detective,04233
000031,001 DET,Kosowski,Michael,Sergeant,00739
000032,001 DET,Larose,David,Detective,04324
000034,001 DET,Lofranco,James,Detective,05572
000035,001 DET,Lopez,Ezequiel,Detective,04862
000037,001 DET,Mansfield,Stephen,Detective,02863
000038,001 DET,Matuszak,Diane,Detective,00300
000039,001 DET,Mcgough,Hugh,Detective,02266
000040,001 DET,Mecabe,Brian,Detective,05681
000042,001 DET,Mooney,Michael,Detective,04480
000043,001 DET,Myers,Robert,Detective,02934
000047,001 DET,Reina,Nicholas,Detective,06630
000050,001 DET,Theofanous,Stephen,Detective,05904
000052,001 DET,Torres,Benny,Detective,02362
000053,001 DET,Vergona,John,Detective,04414
000055,001 PCT,Addeo,Christophe,Sergeant,4279
000057,001 PCT,Agosto,David,Detective,02695
000060,001 PCT,Albarano,Damian,Sergeant,00187
000063,001 PCT,Almanzar,Manuel,Police Officer,08159
000065,001 PCT,Amaniera,Robert,Police Officer,07478
000066,001 PCT,Anderson,Edward,Police Officer,14461
000069,001 PCT,Annibale,John,Police Officer,21675
000070,001 PCT,Arce,George,Police Officer,07356
000072,001 PCT,Austin,John,Police Officer,09298
000075,001 PCT,Banks,Tanisha,Police Officer,22819
000078,001 PCT,Batignani,Devon,Police Officer,03661
000081,001 PCT,Bellomo,Joseph,Police Officer,14826
000083,001 PCT,Best,Barry,Police Officer,03538
000085,001 PCT,Blaine,Steven,Police Officer,11386
000087,001 PCT,Bohn,Christop,Police Officer,16922
000088,001 PCT,Boss,Joseph,Police Officer,11904
000090,001 PCT,Braine,Christophe,Police Officer,06907
000091,001 PCT,Braine,Lori,Police Officer,29966
000092,001 PCT,Brech,Todd,Police Officer,00169
000093,001 PCT,Brier,Daniel,Police Officer,21510
000096,001 PCT,Bruno,Lisa,Sergeant,04679
000097,001 PCT,Burica,Patrick,Police Officer,20722
000099,001 PCT,Bush,John,Police Officer,08121
000100,001 PCT,Bush,Matthew,Police Officer,01154
000101,001 PCT,Butt,Kevin,Police Officer,08916
000102,001 PCT,Calderone,Michael,Police Officer,00328
000105,001 PCT,Carbone,Matthew,Police Officer,19759
000108,001 PCT,Carolan,Edward,Captain,00000
000112,001 PCT,Chiaccheri,Louis,Police Officer,02786
000113,001 PCT,Chlanda,Philip,Police Officer,28562
000115,001 PCT,Choi,John,Police Officer,12583
000117,001 PCT,Christie,Robert,Lieutenant,00000
000119,001 PCT,Cirone,Brian,Police Officer,08058
000120,001 PCT,Ciserano,Marcus,Police Officer,25204
000122,001 PCT,Clark,Glenn,Lieutenant,00000
000123,001 PCT,Clarke,Arthur,Police Officer,08001
000125,001 PCT,Codd,George,Sergeant,02381
000126,001 PCT,Colton,Edwin,Sergeant,00266
000127,001 PCT,Connolly,Denise,Lieutenant,00000
000128,001 PCT,Connors,John,Police Officer,10539
000129,001 PCT,Cormican,Kevin,Police Officer,19632
000130,001 PCT,Corradengo,Michael,Police Officer,04727
000131,001 PCT,Costa,Philip,Police Officer,03743
000132,001 PCT,Cremin,Edward,Sergeant,00610
000134,001 PCT,Curtis,Aurora,Police Officer,06578
000136,001 PCT,Daniele,Ralph,Police Officer,27405
000140,001 PCT,Delury,Susan,Lieutenant,00000
000144,001 PCT,Detoma,Elena,Police Officer,15959
000145,001 PCT,Devivo,Victoria,Police Officer,9313
000149,001 PCT,Donnelly,Stephen,Police Officer,16806
000150,001 PCT,Donofrio,Robert,Lieutenant,00000
000151,001 PCT,Doscher,Nicholas,Police Officer,02203
000153,001 PCT,Dushaj,Jake,Police Officer,07788
000154,001 PCT,Edwards,Jamal,Police Officer,08932
000155,001 PCT,Eisenberg,Richard,Lieutenant,00000
000158,001 PCT,Feldman,Daniel,Sergeant,04022
000160,001 PCT,Ficalora,Carl,Police Officer,21923
000161,001 PCT,Filipowicz,Neil,Police Officer,16819
000162,001 PCT,Fine,Richard,Sergeant,04877
000163,001 PCT,Fiore,Vincent,Police Officer,25517
000164,001 PCT,Fiorella,John,Police Officer,29951
000165,001 PCT,Fitzgibbons,Shawn,Police Officer,19780
000166,001 PCT,Flagg,Wayne,Police Officer,27278
000168,001 PCT,Fopeano,Matthew,Police Officer,15306
000174,001 PCT,Garcia,Nancy,Sergeant,02356
000176,001 PCT,Gargiulo,James,Sergeant,00381
000177,001 PCT,Gatto,Sharon,Police Officer,15967
000180,001 PCT,Gibbons,Brian,Police Officer,00525
000183,001 PCT,Glover,Sonya,Police Officer,06559
000184,001 PCT,Gonzalez,Carmelo,Police Officer,31150
000185,001 PCT,Gordon,Donald,Sergeant,00515
000186,001 PCT,Grant,Kenneth,Police Officer,19602
000187,001 PCT,Griffin,Kasiem,Police Officer,21347
000188,001 PCT,Gross,William,Police Officer,26890
000193,001 PCT,Hahl,John,Police Officer,00731
000194,001 PCT,Hanycz,George,Police Officer,21335
000197,001 PCT,Harvin,David,Sergeant,02861
000199,001 PCT,Heard,Rodney,Police Officer,27147
000201,001 PCT,Hendrick,Michael,Lieutenant,00000
000203,001 PCT,Ho,David,Sergeant,02704
000206,001 PCT,Holmes,Yvette,Police Officer,31158
000209,001 PCT,Hunt,Christophe,Police Officer,05127
000215,001 PCT,Johnson,Anita,Police Officer,26575
000217,001 PCT,Jones,Charles,Police Officer,21575
000218,001 PCT,Kachmar,William,Police Officer,05196
000219,001 PCT,Kahnviteri,Michael,Police Officer,24235
000222,001 PCT,Kane,John,Police Officer,02333
000223,001 PCT,Kasprzak,Artur,Police Officer,00704
000224,001 PCT,Keegan,Kevin,Lieutenant,00000
000226,001 PCT,Kendrick,Jamell,Police Officer,28700
000227,001 PCT,Kicki,Charles,Police Officer,10811
000228,001 PCT,Killeen,Jill,Police Officer,14221
000230,001 PCT,Knudsen,Justin,Police Officer,08164
000231,001 PCT,Koenig,Michael,Police Officer,20640
000232,001 PCT,Konstantinidis,Jack,Lieutenant,00000
000233,001 PCT,Kostanoski,Keith,Police Officer,06084
000234,001 PCT,Krol,Owen,Police Officer,09220
000235,001 PCT,Kull,Michael,Sergeant,05209
000236,001 PCT,Kwiecinski,Robert,Police Officer,20318
000237,001 PCT,Langell,Gregory,Police Officer,27676
000238,001 PCT,Lauriano,Michael,Police Officer,12824
000240,001 PCT,Leary,Jeremiah,Sergeant,02100
000245,001 PCT,Lee,Richard,Detective,04838
000246,001 PCT,Lewis,Edmund,Police Officer,10704
000249,001 PCT,Lino,Christophe,Sergeant,03366
000250,001 PCT,Liropoulos,George,Police Officer,08980
000253,001 PCT,Lopes,Vincent,Police Officer,00439
000256,001 PCT,Lopez,Nicholas,Police Officer,08656
000257,001 PCT,Lorenzo,James,Police Officer,10477
000258,001 PCT,Loresto,Emil,Police Officer,10667
000259,001 PCT,Lugo,Hector,Police Officer,01919
000260,001 PCT,Lupkovich,John,Police Officer,15372
000262,001 PCT,Malito,Richard,Police Officer,00112
000265,001 PCT,Manzella,James,Police Officer,11540
000266,001 PCT,Marsh,Keith,Police Officer,13591
000267,001 PCT,Martin,Joseph,Police Officer,13690
000268,001 PCT,Martinez,Doris,Police Officer,26884
000269,001 PCT,Martinez,Luis,Police Officer,12242
000270,001 PCT,Mateo,Josue,Police Officer,31899
000271,001 PCT,Matias,Jose,Sergeant,02912
000274,001 PCT,Mcgowan,Douglas,Sergeant,01984
000275,001 PCT,Mckeon,Vincent,Police Officer,16679
000276,001 PCT,Mcmanus,Patrick,Police Officer,26484
000277,001 PCT,Mcnally,William,Police Officer,22084
000278,001 PCT,Mcsweeney,Thomas,Sergeant,03576
000283,001 PCT,Mikorski,Douglas,Police Officer,00404
000286,001 PCT,Minerly,Paul,Police Officer,13900
000287,001 PCT,Mitchell,Ronald,Police Officer,25491
000289,001 PCT,Montreuil,Brian,Sergeant,03634
000290,001 PCT,Mooney,Kimberly,Police Officer,01232
000291,001 PCT,Moran,Thomas,Detective,06810
000293,001 PCT,Moss,Michael,Police Officer,04082
000294,001 PCT,Motherway,Martin,Police Officer,31316
000296,001 PCT,Moussa,Atef,Police Officer,31415
000298,001 PCT,Muniz,Raphael,Police Officer,31578
000299,001 PCT,Munoz,Francisco,Lieutenant,00000
000300,001 PCT,Murray,James,Police Officer,23925
000306,001 PCT,Nieves,Michael,Police Officer,28598
000307,001 PCT,Nix,Jeffrey,Police Officer,09731
000310,001 PCT,Oginski,Joseph,Police Officer,16267
000311,001 PCT,Ollis,Thomas,Police Officer,04607
000314,001 PCT,Ostrovsky,Semyon,Police Officer,18485
000317,001 PCT,Panarese,Joseph,Captain,00000
000320,001 PCT,Paolini,Michele,Police Officer,20697
000323,001 PCT,Paton,Anton,Police Officer,23879
000325,001 PCT,Pettenato,Nicholas,Police Officer,22777
000326,001 PCT,Phillips,Christophe,Police Officer,27615
000327,001 PCT,Pikus,Shaun,Police Officer,15407
000328,001 PCT,Pinto,Robert,Police Officer,07017
000330,001 PCT,Platt,William,Sergeant,04926
000332,001 PCT,Pollastro,Robert,Lieutenant,00000
000333,001 PCT,Portner,Stuart,Police Officer,02903
000335,001 PCT,Prinzo,James,Police Officer,25294
000336,001 PCT,Pumarejo,Bernadette,Police Officer,31622
000338,001 PCT,Rahman,Mohammad,Police Officer,21859
000339,001 PCT,Rampulla,Nicholas,Police Officer,07153
000340,001 PCT,Ranieri,Vincent,Sergeant,00985
000341,001 PCT,Reed,Kathleen,Police Officer,20875
000343,001 PCT,Reilly,Thomas,Police Officer,16774
000345,001 PCT,Reyes,Jonathan,Police Officer,08452
000347,001 PCT,Reynolds,William,Police Officer,00894
000348,001 PCT,Rice,James,Police Officer,17523
000350,001 PCT,Riddick,Derek,Police Officer,22718
000357,001 PCT,Rozier,Earl,Police Officer,11462
000358,001 PCT,Rudolph,Robert,Lieutenant,00000
000361,001 PCT,Sacco,Daniel,Police Officer,08532
000362,001 PCT,Saenzdeviteri,Jose,Police Officer,20648
000363,001 PCT,Salvatore,Klaus,Police Officer,23056
000364,001 PCT,Sanchez,Euripides,Lieutenant,00000
000366,001 PCT,Sanzari,Lawrence,Police Officer,18319
000367,001 PCT,Scaletta,Joseph,Lieutenant,00000
000372,001 PCT,Schneider,Robert,Police Officer,24219
000373,001 PCT,Schrage,Kenneth,Sergeant,01187
000374,001 PCT,Scibico,Joseph,Sergeant,04545
000375,001 PCT,Sciulli,Robert,Sergeant,02062
000377,001 PCT,Serrano,Edgar,Police Officer,12734
000381,001 PCT,Sikorski,Timothy,Police Officer,00962
000382,001 PCT,Simmons,Malika,Police Officer,12871
000384,001 PCT,Skoglund,Erik,Police Officer,12042
000386,001 PCT,Smith,David,Police Officer,07969
000390,001 PCT,Sorensen,Frank,Captain,00000
000392,001 PCT,Stapleton,Frank,Police Officer,27745
000393,001 PCT,Statham,Elias,Police Officer,22745
000394,001 PCT,Stelzle,Robert,Police Officer,31948
000396,001 PCT,Suh,Alicia,Police Officer,20130
000397,001 PCT,Susi,Anthony,Police Officer,31162
000398,001 PCT,Swanson,Richard,Police Officer,24466
000400,001 PCT,Tari,Richard,Police Officer,22557
000402,001 PCT,Tegano,Michael,Detective,07573
000405,001 PCT,Tretter,Stephen,Police Officer,30958
000406,001 PCT,Trojan,John,Police Officer,22580
000407,001 PCT,Tso,Kwun,Sergeant,03664
000408,001 PCT,Tumminia,Salvatore,Police Officer,24797
000413,001 PCT,Valle,Keith,Lieutenant,00000
000415,001 PCT,Viani,Frank,Sergeant,03783
000416,001 PCT,Vlasaty,Andrew,Police Officer,17274
000417,001 PCT,Volturo,Charles,Police Officer,11306
000419,001 PCT,Wagner,Michael,Sergeant,01553
000420,001 PCT,Waite,Gordon,Detective,06945
000422,001 PCT,Walter,Joseph,Police Officer,07699
000423,001 PCT,Warnick,Dennis,Police Officer,23597
000425,001 PCT,Weck,Gregory,Police Officer,11819
000427,001 PCT,White,Myron,Police Officer,01715
000428,001 PCT,Whitton,Raymond,Police Officer,22190
000429,001 PCT,Wiebke,Paul,Police Officer,18838
000431,001 PCT,Wixted,Thomas,Police Officer,11909
000432,001 PCT,Wolfgang,Ronald,Sergeant,04803
000435,001 PCT,Wor,Adam,Police Officer,21333
000437,001 PCT,Yang,Yichan,Police Officer,06491
000440,005 DET,Alvarez,Debra,Detective,03481
000443,005 DET,Crimmins,Martin,Detective,00913
000445,005 DET,Dziuk,Peter,Detective,01749
000448,005 DET,Eutsay,Tracy,Detective,03020
000450,005 DET,Francis,Benjamin,Detective,04802
000451,005 DET,Giehl,Ronald,Detective,06578
000452,005 DET,Jeanjoseph,Patrick,Lieutenant,00000
000453,005 DET,Kiernan,Robert,Detective,03760
000454,005 DET,Koon,Kit,Detective,02733
000455,005 DET,Lee,Frank,Detective,01351
000457,005 DET,Li,Ming,Detective,04326
000459,005 DET,Locurto,David,Detective,05269
000460,005 DET,Lui,Manwai,Detective,07785
000462,005 DET,Murphy,Frank,Detective,03557
000463,005 DET,Oliver,Andrew,Detective,05294
000465,005 DET,Regenhard,Albert,Sergeant,00919
000466,005 DET,Rohan,Diana,Detective,04022
000467,005 DET,Rosengrant,Kenneth,Sergeant,01861
000469,005 DET,Santiago,Jose,Detective,03584
000470,005 DET,Schille,Alfred,Detective,03985
000472,005 DET,Suschinsky,Robert,Detective,03594
000473,005 DET,Vega,Wilfredo,Detective,07560
000474,005 DET,Wilner,Steven,Detective,03078
000475,005 DET,Wright,Daniel,Detective,03654
000477,005 PCT,Abagnale,Laurie,Police Officer,17644
000478,005 PCT,Ahearn,Christophe,Police Officer,15776
000479,005 PCT,Albini,Ramon,Police Officer,00147
000482,005 PCT,Alvarado,Albert,Police Officer,23344
000483,005 PCT,Arale,Jeff,Police Officer,16445
000486,005 PCT,Aylward,William,Police Officer,12005
000489,005 PCT,Bardio,Robert,Lieutenant,00000
000490,005 PCT,Bartling,Susan,Police Officer,13736
000493,005 PCT,Billitteri,Peter,Police Officer,00489
000494,005 PCT,Blackman,Anthony,Police Officer,01304
000496,005 PCT,Block,Wesley,Police Officer,16818
000497,005 PCT,Boller,David,Sergeant,00660
000498,005 PCT,Bottoms,Kurt,Sergeant,02951
000499,005 PCT,Bouillon,Bertran,Sergeant,00279
000500,005 PCT,Boyle,James,Police Officer,25683
000502,005 PCT,Brown,Robert,Captain,00000
000504,005 PCT,Butler,John,Police Officer,01272
000505,005 PCT,Caban,Joann,Police Officer,14507
000506,005 PCT,Cahill,Hazamoon,Police Officer,07464
000507,005 PCT,Cahill,Patrick,Sergeant,01410
000510,005 PCT,Capone,Peter,Lieutenant,00000
000512,005 PCT,Carey,Michael,Sergeant,01347
000514,005 PCT,Carlton,Erik,Police Officer,17681
000515,005 PCT,Cartagena,Haydee,Police Officer,25054
000524,005 PCT,Chen,David,Police Officer,16101
000531,005 PCT,Chin,Brian,Police Officer,00053
000532,005 PCT,Chin,Phillip,Police Officer,29192
000533,005 PCT,Chireno,Rafael,Police Officer,16549
000534,005 PCT,Chirico,Pat,Police Officer,21838
000536,005 PCT,Choy,Yolanda,Police Officer,28019
000538,005 PCT,Conway,Edward,Police Officer,25005
000540,005 PCT,Corbett,Robert,Police Officer,24163
000541,005 PCT,Cortes,Carmen,Police Officer,02640
000543,005 PCT,Coy,Russell,Police Officer,10185
000544,005 PCT,Crowley,Robert,Police Officer,11965
000546,005 PCT,Cruz,Pedro,Police Officer,06909
000549,005 PCT,Daniel,Eric,Police Officer,24281
000550,005 PCT,Daniels,Angela,Police Officer,02613
000552,005 PCT,Decicco,Louis,Police Officer,01103
000554,005 PCT,Derosairo,Nicholas,Police Officer,20053
000557,005 PCT,Divisconti,Pasquale,Police Officer,07316
000558,005 PCT,Dominguez,Andrew,Police Officer,26276
000559,005 PCT,Doyle,William,Lieutenant,00000
000562,005 PCT,Earley,Timothy,Police Officer,31190
000565,005 PCT,Everett,Derek,Police Officer,00511
000567,005 PCT,Farahvashi,Michael,Police Officer,10403
000568,005 PCT,Ferguson,Bennie,Police Officer,29029
000569,005 PCT,Fornino,Joy,Lieutenant,00000
000570,005 PCT,Fox,Joseph,Police Officer,11254
000575,005 PCT,Frederick,Denworth,Sergeant,04117
000577,005 PCT,Fundaro,Salvatore,Police Officer,352
000579,005 PCT,Gamba,Joseph,Lieutenant,00000
000581,005 PCT,Garcia,Alex,Police Officer,30000
000582,005 PCT,Gatto,Philip,Lieutenant,00000
000583,005 PCT,Gauthier,Stephen,Police Officer,27778
000588,005 PCT,Goncalves,Luis,Police Officer,00268
000590,005 PCT,Gonzalez,Jose,Police Officer,20174
000591,005 PCT,Grannis,Michael,Police Officer,10744
000592,005 PCT,Grice,David,Sergeant,02008
000593,005 PCT,Grizlo,Jeffrey,Police Officer,21973
000594,005 PCT,Guest,Sylvia,Police Officer,29572
000595,005 PCT,Hall,Theodore,Police Officer,17621
000596,005 PCT,Halpin,James,Police Officer,01547
000599,005 PCT,Harvey,Patrick,Lieutenant,00000
000600,005 PCT,Hawke,Alex,Police Officer,00093
000602,005 PCT,Herring,Adrian,Police Officer,08236
000603,005 PCT,Ho,Johnny,Police Officer,19753
000604,005 PCT,Hoglund,Claire,Police Officer,14818
000605,005 PCT,Hopkins,Timothy,Sergeant,02349
000607,005 PCT,Hutter,Mark,Police Officer,05873
000608,005 PCT,Isaacs,Brian,Police Officer,31707
000610,005 PCT,James,Thomas,Police Officer,02905
000611,005 PCT,Jardiniano,Jan,Police Officer,20609
000619,005 PCT,Keck,Waiyee,Police Officer,23883
000623,005 PCT,Kmiec,Denis,Detective,02510
000624,005 PCT,Kresge,Glen,Police Officer,12922
000625,005 PCT,Kubler,Shannon,Police Officer,23094
000628,005 PCT,Lang,Steven,Police Officer,22962
000630,005 PCT,Lavella,Michael,Police Officer,07065
000633,005 PCT,Lee,Wang,Police Officer,03251
000640,005 PCT,Lopez,Benny,Police Officer,24287
000641,005 PCT,Lopez,Gerson,Sergeant,04376
000642,005 PCT,Lotito,Thomas,Police Officer,15376
000643,005 PCT,Lowery,John,Police Officer,01529
000644,005 PCT,Lyle,Steven,Sergeant,03280
000650,005 PCT,Mayo,Peter,Lieutenant,00000
000651,005 PCT,Mazzeo,Fredrick,Police Officer,26731
000652,005 PCT,Mcglone,Joseph,Sergeant,05611
000654,005 PCT,Mcloughlin,Thomas,Sergeant,00772
000659,005 PCT,Mienert,Rodolfo,Sergeant,01567
000660,005 PCT,Monettadavis,Seth,Police Officer,27709
000661,005 PCT,Montalban,Jacqueline,Police Officer,09945
000662,005 PCT,Morales,Angel,Police Officer,21104
000663,005 PCT,Morales,Leslie,Police Officer,23733
000666,005 PCT,Moriello,Salvatore,Detective,02422
000669,005 PCT,Moy,William,Detective,06895
000672,005 PCT,Murphy,Patrick,Police Officer,31847
000675,005 PCT,Ngu,Tommy,Police Officer,16895
000676,005 PCT,Norton,John,Police Officer,18045
000677,005 PCT,Nunez,Carlos,Police Officer,29414
000678,005 PCT,Obrien,Christophe,Police Officer,15898
000680,005 PCT,Ohsberg,Carl,Police Officer,13131
000681,005 PCT,Okula,Christophe,Police Officer,23612
000682,005 PCT,Olinto,Luigi,Lieutenant,00000
000683,005 PCT,Oneil,Michael,Police Officer,05930
000685,005 PCT,Padin,Aida,Police Officer,09248
000686,005 PCT,Parisi,Anthony,Police Officer,00807
000689,005 PCT,Perez,Margarita,Police Officer,08584
000690,005 PCT,Perez,Samuel,Police Officer,25579
000692,005 PCT,Pevida,Marcelo,Police Officer,06851
000693,005 PCT,Picone,John,Police Officer,09416
000698,005 PCT,Price,Anaya,Police Officer,00189
000699,005 PCT,Putney,Robert,Police Officer,08410
000700,005 PCT,Quan,Neil,Police Officer,07114
000701,005 PCT,Quigley,Colm,Police Officer,15593
000702,005 PCT,Rapiejko,Michael,Police Officer,29380
000704,005 PCT,Reddickwilliams,Janet,Police Officer,18832
000706,005 PCT,Reid,Claire,Sergeant,00744
000707,005 PCT,Rivera,Pedro,Police Officer,31072
000708,005 PCT,Rizos,Alex,Police Officer,17810
000709,005 PCT,Rodelli,John,Lieutenant,00000
000710,005 PCT,Rodriguez,Roberto,Sergeant,02485
000712,005 PCT,Rosendaryphillips,Rosetta,Police Officer,10544
000713,005 PCT,Rotondo,Richard,Police Officer,23310
000714,005 PCT,Russell,Shawn,Police Officer,29877
000715,005 PCT,Rutuelo,James,Sergeant,02696
000716,005 PCT,Ryan,Edward,Police Officer,04991
000717,005 PCT,Ryan,Sean,Police Officer,25989
000718,005 PCT,Sa,Orlando,Sergeant,05203
000719,005 PCT,Sanchez,John,Police Officer,21419
000720,005 PCT,Santaromita,Frank,Sergeant,02140
000723,005 PCT,Schrimpe,Thomas,Police Officer,08871
000724,005 PCT,Scott,Robert,Police Officer,20951
000726,005 PCT,Shamsiddeen,Abdullah,Sergeant,03452
000727,005 PCT,Simone,David,Sergeant,03575
000728,005 PCT,Solages,Phillipp,Police Officer,12402
000731,005 PCT,Steadman,John,Police Officer,16115
000734,005 PCT,Surrusco,Lora,Police Officer,04531
000735,005 PCT,Sydlo,Richard,Detective,06938
000738,005 PCT,Torres,Gabriel,Police Officer,06363
000740,005 PCT,Triola,Patrick,Police Officer,31277
000741,005 PCT,Tynion,Michael,Police Officer,09545
000744,005 PCT,Vanname,Randy,Police Officer,02672
000745,005 PCT,Vazquez,Joseph,Police Officer,25811
000748,005 PCT,Villafane,Fernando,Sergeant,01235
000749,005 PCT,Vinci,Joseph,Police Officer,30033
000750,005 PCT,Volpe,Charles,Police Officer,11182
000751,005 PCT,Vu,Peter,Police Officer,12610
000752,005 PCT,Wagner,Robert,Police Officer,24502
000754,005 PCT,Walsh,Thomas,Police Officer,21087
000755,005 PCT,Ward,James,Police Officer,29285
000756,005 PCT,Williams,Ava,Police Officer,29777
000758,005 PCT,Witting,Theodore,Police Officer,31727
000760,005 PCT,Wong,James,Police Officer,30255
000761,005 PCT,Wong,Lyle,Police Officer,21914
000762,005 PCT,Wong,Richard,Police Officer,07919
000766,005 PCT,Yat,David,Detective,06956
000767,005 PCT,Yee,Yu,Sergeant,03749
000768,005 PCT,Yeung,Alan,Police Officer,26446
000776,005 PCT,Zhang,Yun,Police Officer,05747
000779,005 PCT,Zimmer,Steven,Police Officer,05194
000780,005 PCT,Zinaman,Michael,Police Officer,01102
000782,006 DET,Abreu,James,Detective,02223
000783,006 DET,Barker,Joseph,Detective,01586
000784,006 DET,Bernardes,Valdemar,Detective,06859
000785,006 DET,Brady,Patrick,Detective,01189
000786,006 DET,Byrd,Kimble,Detective,02514
000789,006 DET,Dash,Stanley,Detective,03321
000790,006 DET,Defilippo,Frank,Detective,00844
000791,006 DET,Dickert,Ellen,Detective,00781
000793,006 DET,Donelan,Kevin,Detective,00207
000794,006 DET,Driscoll,Kathleen,Lieutenant,00000
000795,006 DET,Gilmore,Shelton,Detective,01700
000797,006 DET,Hernandez,Manuel,Lieutenant,00000
000799,006 DET,Iannatto,Glenn,Detective,07775
000800,006 DET,Jones,Thomas,Detective,02661
000802,006 DET,Luisi,Ralph,Detective,01376
000803,006 DET,Massanova,Daniel,Detective,02342
000804,006 DET,Molina,Louis,Detective,02170
000805,006 DET,Moller,Robert,Detective,02501
000807,006 DET,Morgillo,Christine,Detective,02233
000808,006 DET,Moroney,John,Detective,05177
000809,006 DET,Oconnell,Daniel,Detective,04661
000812,006 DET,Potter,Vivian,Detective,02823
000813,006 DET,Reid,Robert,Detective,07592
000815,006 DET,Segura,Jose,Detective,05985
000817,006 DET,Stewart,Mark,Detective,04958
000819,006 DET,Trossello,David,Detective,04865
000822,006 DET,Weletok,Michael,Detective,04742
000823,006 DET,Wuench,Ronald,Detective,01979
000824,006 PCT,Abbott,Gregory,Sergeant,01129
000825,006 PCT,Abramson,Gregory,Police Officer,23030
000826,006 PCT,Adams,Eric,Captain,00000
000828,006 PCT,Ahmetaj,Endrit,Police Officer,05903
000829,006 PCT,Alberici,James,Detective,02957
000836,006 PCT,Anderson,Darrell,Sergeant,00108
000839,006 PCT,Bacon,Caroline,Police Officer,10277
000840,006 PCT,Balzano,Joseph,Police Officer,02973
000841,006 PCT,Baqueriz,Matthew,Police Officer,15850
000842,006 PCT,Baranski,Martin,Police Officer,30942
000843,006 PCT,Barbuto,Matthew,Police Officer,00640
000844,006 PCT,Batanus,John,Police Officer,00032
000845,006 PCT,Bedell,William,Police Officer,14730
000847,006 PCT,Bellotti,Frank,Police Officer,09307
000848,006 PCT,Benavides,Carmen,Police Officer,09861
000850,006 PCT,Bond,Andre,Police Officer,14443
000852,006 PCT,Bratek,Jacob,Police Officer,04722
000853,006 PCT,Brennan,Thomas,Police Officer,03532
000854,006 PCT,Brigman,Bryant,Police Officer,29004
000855,006 PCT,Broderick,Michael,Sergeant,03382
000856,006 PCT,Brody,Stephen,Sergeant,00494
000857,006 PCT,Brooks,William,Captain,00000
000858,006 PCT,Brusca,Michael,Police Officer,05865
000860,006 PCT,Burns,Michael,Police Officer,25639
000861,006 PCT,Buttermark,Zeke,Police Officer,01765
000865,006 PCT,Carrion,Monique,Police Officer,27769
000866,006 PCT,Carrylhockaday,Charmain,Police Officer,01271
000869,006 PCT,Cea,John,Police Officer,00020
000874,006 PCT,Clark,Gilda,Police Officer,16574
000875,006 PCT,Clune,James,Sergeant,02618
000876,006 PCT,Cokkinos,Elisa,Inspector,00000
000877,006 PCT,Colon,Edgar,Police Officer,19891
000880,006 PCT,Cooper,Brooke,Police Officer,14717
000882,006 PCT,Cosgriff,Michael,Police Officer,17758
000883,006 PCT,Courtney,Kevin,Police Officer,15389
000887,006 PCT,Crouthamel,David,Police Officer,30195
000889,006 PCT,Cruz,Monica,Police Officer,29898
000893,006 PCT,Dazzo,Robert,Police Officer,25935
000895,006 PCT,Delargy,Kevin,Police Officer,17839
000897,006 PCT,Depalma,Richard,Police Officer,28235
000898,006 PCT,Difranco,Gina,Police Officer,30119
000899,006 PCT,Digena,Stephen,Police Officer,03074
000900,006 PCT,Dipaolo,Michael,Police Officer,18365
000901,006 PCT,Divirgilio,Michael,Police Officer,26610
000902,006 PCT,Doherty,Linda,Sergeant,02427
000906,006 PCT,Dux,Tyrone,Police Officer,20442
000907,006 PCT,Eberstein,Joseph,Police Officer,12524
000908,006 PCT,Edmonds,Daniel,Lieutenant,00000
000909,006 PCT,Ernst,Karen,Police Officer,30242
000911,006 PCT,Favale,Alec,Police Officer,05227
000913,006 PCT,Fitzgerald,Kevin,Deputy Inspector,00000
000914,006 PCT,Fleming,Deidre,Lieutenant,00000
000915,006 PCT,Flores,Nelida,Police Officer,29008
000916,006 PCT,Fontana,Brett,Police Officer,05559
000920,006 PCT,Garguilo,Brian,Police Officer,05881
000921,006 PCT,Garofalo,Charlotte,Police Officer,05528
000922,006 PCT,Gibson,Robert,Lieutenant,00000
000925,006 PCT,Goldblatt,Barry,Lieutenant,00000
000929,006 PCT,Gossett,Debra,Police Officer,28133
000934,006 PCT,Gravelli,Vincent,Sergeant,01094
