id,command,lastname,firstname,rank,badge_no
000001,001 DET,ACCARDI,RICHARD,Police Officer,18377
000004,001 DET,BASCOM,ALISTAIR,Detective,04557
000005,001 DET,BERNABE,GIOCARDO,Detective,01245
000017,001 DET,EYSEL,ROBERT,Police Officer,03057
000022,001 DET,GERMAN,ANTONIO,Detective,04066
000024,001 DET,GUERRA,ANNMARIE,Sergeant,03142
000029,001 DET,LAZARUS,THOMAS,Detective,06837
000032,001 DET,MACEWEN,DOUGLAS,Detective,04543
000037,001 DET,MENONI,CHRISTIAN,Detective,03395
000040,001 DET,OKONEK,DAVID,Detective,06203
000041,001 DET,ORTIZ,KHARLOZ,Detective,03435
000043,001 DET,ROSELLO,KENNETH,Detective,05403
000044,001 DET,RUSSO,STEPHEN,Detective,03562
000046,001 DET,THOMAS,ENOCH,Police Officer,15108
000049,001 DET,VITARELLI,ALBERT,Detective,03966
000051,001 PCT,ADELSON,MICHAEL,Police Officer,18821
000053,001 PCT,AGUIRRE,DIEGO,Police Officer,24483
000054,001 PCT,AHMED,SHEHROZ,Police Officer,08188
000056,001 PCT,ALCANTARA,CHRISTIAN,Lieutenant,00000
000058,001 PCT,ALONSO,SARAH,Police Officer,22154
000061,001 PCT,ANDRADE,MICHAEL,Police Officer,00114
000062,001 PCT,ANDREW,VINORD,Police Officer,11378
000065,001 PCT,ATALLAH,ISLAM,Police Officer,09034
000067,001 PCT,AVDIC,ALEXANDER,Sergeant,01089
000068,001 PCT,AZZOLINO,NICHOLAS,Police Officer,20550
000070,001 PCT,BARBELLA,JOSEPH,Police Officer,01728
000071,001 PCT,BARCENAS,KEVIN,Police Officer,23572
000072,001 PCT,BAROZ,MICHAEL,Police Officer,00265
000073,001 PCT,BASQUEZ,DAVID,Sergeant,00894
000075,001 PCT,BAZELAIS,BRADLEY,Police Officer,03820
000076,001 PCT,BELLO,JOSEPH,Lieutenant,00000
000078,001 PCT,BELLOMO,JOSEPH,Police Officer,24336
000080,001 PCT,BIANCHINI,JASON,Sergeant,04743
000082,001 PCT,BODDEN,DINAH,Police Officer,18500
000084,001 PCT,BORGELLA,SAMUEL,Police Officer,25781
000091,001 PCT,BRIER,ROBERT,Police Officer,21510
000092,001 PCT,BRUCCOLERI,NICHOLAS,Police Officer,07749
000094,001 PCT,BUMBREY,DEIDRA,Police Officer,19331
000096,001 PCT,BURKE,MICHAEL,Police Officer,08036
000101,001 PCT,CAMPBELL,PAUL,Police Officer,25364
000102,001 PCT,CAPUTO,CHRISTOPHER,Police Officer,19007
000103,001 PCT,CARABALLO,ABRAHAM,Sergeant,03921
000105,001 PCT,CAREW,PATRICK,Police Officer,29910
000106,001 PCT,CARO,DAVID,Police Officer,19012
000108,001 PCT,CASTRO,DANIEL,Police Officer,01441
000109,001 PCT,CAWTHORNE,DANIEL,Sergeant,01183
000110,001 PCT,CHAN,JONATHAN,Police Officer,27708
000113,001 PCT,CHO,BYUNG,Lieutenant,00000
000115,001 PCT,CHOWDHURY,FIAZ,Police Officer,29244
000117,001 PCT,CHRISTOFILAKES,VANESSA,Police Officer,05179
000123,001 PCT,COBAJ,ADRIAN,Police Officer,16761
000130,001 PCT,CORRADO,MICHAEL,Sergeant,02518
000133,001 PCT,CUMMINGS,EUGENE,Sergeant,02341
000135,001 PCT,DABROWSKI,DANIEL,Police Officer,01813
000137,001 PCT,DEFOREST,ALANA,Police Officer,23535
000138,001 PCT,DEGAETANO,DANIEL,Police Officer,29293
000139,001 PCT,DELGIORNO,ALEXANDER,Police Officer,06759
000141,001 PCT,DENOBLE,CHERYLANN,Police Officer,23503
000142,001 PCT,DESALVO,DANIEL,Sergeant,05063
000145,001 PCT,DIAZ,DENYS,Police Officer,16170
000146,001 PCT,DILEO,JOHN,Police Officer,20071
000147,001 PCT,DONADIO,DANIEL,Police Officer,02592
000151,001 PCT,DUNIGAN,MICHAEL,Sergeant,02985
000153,001 PCT,EBRAHIM,GEORGE,Lieutenant,00000
000156,001 PCT,ELVIR,EMILY,Police Officer,08540
000157,001 PCT,ENGLISH,SAMANTHA,Police Officer,06200
000158,001 PCT,FARINA,JACKIE,Lieutenant,00000
000159,001 PCT,FAULK,DORIAN,Police Officer,17174
000161,001 PCT,FERRARA,JOHN,Police Officer,26745
000163,001 PCT,FIGUEROA,MIGUEL,Captain,00000
000171,001 PCT,FORD,FRANCIS,Police Officer,11105
000173,001 PCT,FRANCIS,NAJA,Police Officer,15604
000174,001 PCT,FRAWLEY,BRIAN,Police Officer,16325
000175,001 PCT,FROLOV,KONSTANTIN,Police Officer,09170
000176,001 PCT,GARCIA,FERNANDO,Police Officer,25556
000178,001 PCT,GARDA,PETER,Police Officer,22317
000181,001 PCT,GELOSO,DONALD,Police Officer,18858
000184,001 PCT,GIRALDO,ALEJANDRA,Police Officer,06313
000185,001 PCT,GIUGLIANO,SCOTT,Police Officer,08110
000192,001 PCT,GU,PATRICK,Police Officer,19651
000193,001 PCT,GUT,FRANK,Police Officer,05662
000194,001 PCT,GUTIERREZ,JOSEPH,Police Officer,28570
000195,001 PCT,GUTIERREZ,KEVIN,Police Officer,26654
000196,001 PCT,HABERMEHL,JAMES,Police Officer,10461
000199,001 PCT,HARDEEN,JOSEPH,Police Officer,23082
000200,001 PCT,HART,MATTHEW,Sergeant,02674
000202,001 PCT,HASAN,NAZMUL,Police Officer,24087
000203,001 PCT,HASTINGS,PATRICK,Police Officer,05770
000207,001 PCT,HERRERA,ANDY,Police Officer,27099
000208,001 PCT,HICKS,KAITLIN,Police Officer,29273
000210,001 PCT,HOLMAN,MICHAEL,Police Officer,04728
000211,001 PCT,HOLMAN,MILES,Police Officer,31489
000213,001 PCT,HORAN,MATTHEW,Police Officer,15001
000214,001 PCT,HUNSUCKER,JOSEPH,Police Officer,30785
000216,001 PCT,INSUASTI,GIOVANNI,Police Officer,25027
000217,001 PCT,IORDANOU,NICOLAOS,Police Officer,26854
000218,001 PCT,JEAN,SERGE,Police Officer,00756
000219,001 PCT,JILLING,FRANK,Police Officer,23547
000220,001 PCT,JIMENEZ,ADRIANA,Police Officer,11492
000222,001 PCT,JOHNSON,MARVIN,Police Officer,12307
000224,001 PCT,JORDAN,GILLIAN,Sergeant,02915
000225,001 PCT,JOSEPH,EDDY,Sergeant,02923
000228,001 PCT,KAIN,RUSSELL,Police Officer,16039
000229,001 PCT,KAISER,KAYLA,Police Officer,14261
000236,001 PCT,KING,CLAUDE,Police Officer,14476
000246,001 PCT,LAWRENCE,RYAN,Police Officer,24815
000248,001 PCT,LEBLOCH,MICHAEL,Police Officer,23323
000249,001 PCT,LEE,IVIN,Police Officer,12145
000250,001 PCT,LEE,JONGBIN,Police Officer,17395
000251,001 PCT,LEE,KENGYAN,Lieutenant,00000
000253,001 PCT,LEE,WILSON,Police Officer,15704
000254,001 PCT,LEISENGANG,EDWARD,Lieutenant,00000
000256,001 PCT,LI,ALVIN,Police Officer,23381
000257,001 PCT,LI,BENNY,Police Officer,17277
000261,001 PCT,LOGAN,RYAN,Police Officer,15993
000263,001 PCT,LOPEZ,DOUGLAS,Police Officer,25519
000264,001 PCT,LOPEZ,JESSE,Police Officer,08017
000265,001 PCT,LOPEZ,NICHOLAS,Police Officer,08656
000266,001 PCT,LORADIAZ,STEVEN,Police Officer,14150
000271,001 PCT,MAKY,SHARIF,Police Officer,11212
000273,001 PCT,MALLON,MICHAEL,Police Officer,25507
000274,001 PCT,MANFREDI,THOMAS,Police Officer,13211
000275,001 PCT,MANISCALCO,DEVIN,Police Officer,25541
000283,001 PCT,MCDOUGALL,GERALD,Police Officer,00124
000284,001 PCT,MCGARVEY,SEAN,Police Officer,03353
000285,001 PCT,MCGILL,SHAUN,Police Officer,24929
000291,001 PCT,MEBLIN,DANIEL,Police Officer,08367
000292,001 PCT,MELE,EVAN,Police Officer,04939
000293,001 PCT,MELENDEZ,ILLIANA,Police Officer,27757
000294,001 PCT,MEYERS,ALEXA,Police Officer,06482
000295,001 PCT,MEYERS,CHRISTOPHER,Police Officer,04412
000296,001 PCT,MIDDLETON,MATTHEW,Police Officer,25972
000298,001 PCT,MILAN,BRITTANY,Police Officer,20341
000299,001 PCT,MILAZZO,MICHAEL,Police Officer,06808
000300,001 PCT,MILONE,JOSEPH,Police Officer,03886
000303,001 PCT,MOESSNER,DANIEL,Sergeant,05417
000307,001 PCT,MORRONE,GABRIELE,Police Officer,17586
000310,001 PCT,MOTOLA,NICHOLAS,Police Officer,19559
000316,001 PCT,MUSCO,ANDREW,Police Officer,26018
000317,001 PCT,NAIMOLI,JUSTIN,Police Officer,26063
000318,001 PCT,NARCISO,RICHARD,Police Officer,14021
000319,001 PCT,NAVARRETE,JENNICA,Police Officer,02936
000320,001 PCT,NELSEN,BRIAN,Police Officer,05268
000321,001 PCT,NETHAWAY,THOMAS,Police Officer,05879
000324,001 PCT,NOTARO,ASHLEY,Police Officer,29537
000325,001 PCT,OGANDO,ANGEL,Police Officer,17119
000327,001 PCT,OGMAN,ANDREW,Police Officer,28284
000328,001 PCT,OLIVERA,MIGUEL,Police Officer,21220
000330,001 PCT,OMARA,MATTHEW,Police Officer,22299
000333,001 PCT,OUTSEN,MAXWELL,Police Officer,28444
000334,001 PCT,PABON,ADAM,Police Officer,08235
000335,001 PCT,PALAIA,DOMINICK,Police Officer,11788
000336,001 PCT,PALASTRO,JOHN,Sergeant,05071
000338,001 PCT,PANIAGUA,CHRISTOPHER,Police Officer,19985
000339,001 PCT,PANTON,DAJON,Police Officer,19487
000341,001 PCT,PARHAM,TEROME,Police Officer,14559
000342,001 PCT,PASIECZNIK,GREGORY,Police Officer,15540
000343,001 PCT,PASTORIZA,JONATHAN,Police Officer,14446
000350,001 PCT,PIZZOLO,PERRY,Police Officer,03498
000352,001 PCT,POIRIER,JASON,Police Officer,14947
000358,001 PCT,RACHWALSKI,MICHAEL,Police Officer,21717
000363,001 PCT,REESE,JACY,Police Officer,06264
000365,001 PCT,REMOUNS,BRANDON,Police Officer,26547
000367,001 PCT,REYES,MICHAEL,Police Officer,23266
000370,001 PCT,RIDDICK,ADAM,Police Officer,02676
000372,001 PCT,RIGSANG,TENZIN,Police Officer,25378
000373,001 PCT,RIVERA,ADRIANO,Sergeant,03811
000374,001 PCT,RODRIGUEZ,ALEXIS,Police Officer,06766
000375,001 PCT,RODRIGUEZ,MAX,Police Officer,13322
000376,001 PCT,RODRIGUEZ,RAFAEL,Sergeant,03275
000377,001 PCT,ROLAN,BRYAN,Police Officer,08151
000378,001 PCT,ROSARIO,ARAMIS,Police Officer,24754
000386,001 PCT,SANTIAGO,OSWALDO,Police Officer,08022
000389,001 PCT,SCATURRO,THOMAS,Sergeant,05166
000391,001 PCT,SCHMITT,JOSEPH,Police Officer,23020
000396,001 PCT,SCLAFANI,ANTHONY,Police Officer,24799
000398,001 PCT,SERVIUS,JEAN,Police Officer,11736
000399,001 PCT,SHAARAWY,MOSTAFA,Police Officer,22495
000400,001 PCT,SHABAN,ABUBAKER,Police Officer,24909
000401,001 PCT,SHAPIRO,JOHN,Police Officer,12753
000402,001 PCT,SHOLOMOV,RAFAEL,Police Officer,22302
000405,001 PCT,SIMPSON,AUDON,Police Officer,08433
000407,001 PCT,SKUBISZ,PIOTR,Police Officer,22594
000409,001 PCT,SMITH,PETER,Police Officer,13440
000410,001 PCT,SMITH,THOMAS,Captain,00000
000411,001 PCT,SOLOMON,MAX,Police Officer,06994
000413,001 PCT,SPEIGHTS,FRANK,Police Officer,12641
000417,001 PCT,SUGRANES,JOSEPH,Police Officer,12988
000421,001 PCT,TAPIA,CRISTIAN,Police Officer,19428
000423,001 PCT,TASOREN,ARIF,Police Officer,31331
000425,001 PCT,TIRRO,LUIGI,Police Officer,05819
000430,001 PCT,TURCO,LOUIS,Lieutenant,00000
000431,001 PCT,TURNER,CHAZ,Police Officer,04587
000432,001 PCT,TYRELL,GERONIMO,Police Officer,13283
000433,001 PCT,USKE,EUGENE,Police Officer,19422
000435,001 PCT,VAZQUEZ,KIMBERLY,Police Officer,15173
000436,001 PCT,VELASQUEZ,ADRIAN,Sergeant,02629
000439,001 PCT,VO,PETER,Police Officer,26826
000441,001 PCT,VULTAGGIO,BENEDICT,Police Officer,05121
000446,001 PCT,WASHACK,MONIKA,Police Officer,15689
000451,001 PCT,WHYTE,ANTHONY,Police Officer,26295
000453,001 PCT,WILLIAMS,JENNIFER,Police Officer,02327
000456,001 PCT,WOLFGANG,RONALD,Police Officer,30705
000457,001 PCT,WONG,PETER,Police Officer,18848
000460,001 PCT,YIP,TRUDY,Police Officer,26427
000461,001 PCT,YOUNG,JANAE,Police Officer,27922
000462,001 PCT,YOVINO,CHRISTINA,Police Officer,21333
000464,005 DET,BERRIOS,ARMANDO,Police Officer,15168
000465,005 DET,CABALLERO,RODRIGO,Detective,02002
000467,005 DET,DEPALMA,FRANCIS,Sergeant,02400
000469,005 DET,ESPARRAGOZA,DAVID,Detective,04632
000470,005 DET,ESPINAL,VLADIMIR,Police Officer,22489
000472,005 DET,FAHMY,MICHAEL,Detective,01434
000479,005 DET,LEE,PATRICK,Detective,01138
000481,005 DET,LIZ,SANTOS,Detective,02656
000484,005 DET,MEDINA,MICHAEL,Detective,05283
000487,005 DET,PORRAS,DAVID,Police Officer,08967
000491,005 DET,ROTH,DANIEL,Detective,03548
000494,005 DET,SMITH,MICHAEL,Detective,03020
000499,005 DET,ZWILLING,CHARLES,Sergeant,02777
000503,005 PCT,ALI,JEREMIAH,Police Officer,01195
000504,005 PCT,ALKHAFAJEE,SHAIMAA,Police Officer,10584
000507,005 PCT,AU,DANIEL,Police Officer,11280
000508,005 PCT,AVILES,FRANCISCO,Police Officer,21271
000510,005 PCT,BAILEY,MATTHEW,Lieutenant,00000
000511,005 PCT,BARBARELLI,LOUIS,Lieutenant,00000
000514,005 PCT,BEBAN,HELENA,Police Officer,00079
000515,005 PCT,BELANDE,ARLAND,Police Officer,07494
000518,005 PCT,BLAISE,BRYAN,Police Officer,24180
000524,005 PCT,BOZZO,JOSEPH,Police Officer,13349
000526,005 PCT,BUCK,ANDREW,Police Officer,15437
000531,005 PCT,CAMACHO,ROBYN,Police Officer,03387
000532,005 PCT,CAMPAIGN,WILLIAM,Detective,06424
000534,005 PCT,CARDINALE,ANTHONY,Police Officer,21558
000536,005 PCT,CARLIN,PATRICK,Police Officer,11356
000539,005 PCT,CASTILLO,RUDY,Sergeant,03487
000540,005 PCT,CEBALLOS,CARLOS,Police Officer,29992
000541,005 PCT,CEPERO,CHRISTOPHER,Police Officer,08820
000542,005 PCT,CHAN,CHIM,Police Officer,20989
000543,005 PCT,CHAN,DANIEL,Sergeant,03866
000544,005 PCT,CHAN,ERIC,Police Officer,26477
000545,005 PCT,CHAN,RANDY,Police Officer,25508
000547,005 PCT,CHEN,FU,Police Officer,09658
000548,005 PCT,CHEN,MINHAO,Police Officer,25591
000549,005 PCT,CHEN,RAY,Police Officer,24263
000550,005 PCT,CHEUNG,MANKO,Police Officer,20825
000551,005 PCT,CHEUNG,MAX,Police Officer,19707
000552,005 PCT,CHEUNG,VINCENT,Detective,07096
000553,005 PCT,CHIEN,HELEN,Police Officer,00233
000560,005 PCT,CHUNG,CHESTER,Police Officer,00997
000562,005 PCT,COOPER,MARLON,Police Officer,12915
000565,005 PCT,COUGHLIN,BRIAN,Police Officer,20321
000569,005 PCT,CUESTA,ALEXIS,Police Officer,00296
000570,005 PCT,CYRUS,IAN,Police Officer,25427
000573,005 PCT,DAY,THOMAS,Sergeant,01094
000575,005 PCT,DELACRUZHERNANDEZ,ENMANUEL,Police Officer,21521
000577,005 PCT,DHUNDUP,TSERING,Police Officer,29248
000578,005 PCT,DIMANCHE,DARNELL,Police Officer,22893
000582,005 PCT,DURAN,ARIEL,Police Officer,26532
000583,005 PCT,DURAN,EDWIN,Police Officer,18925
000585,005 PCT,ELLIS,WAYNE,Police Officer,20742
000588,005 PCT,FABER,FRANK,Police Officer,16418
000590,005 PCT,FENG,GUOLE,Police Officer,07151
000593,005 PCT,FORREST,CLAUDIA,Police Officer,02553
000595,005 PCT,FRANKLIN,JAMES,Police Officer,26479
000596,005 PCT,FRASER,KWABENA,Police Officer,23820
000597,005 PCT,FREDERIC,WILLIAM,Police Officer,14964
000601,005 PCT,FUNG,JOHNNY,Police Officer,31739
000603,005 PCT,GANNON,CHRISTOPHER,Police Officer,13721
000607,005 PCT,GHARTIMAGAR,AMAR,Police Officer,22809
000608,005 PCT,GIARDINO,BRENDAN,Police Officer,11681
000609,005 PCT,GIARRANTANO,DOMINICK,Sergeant,04915
000610,005 PCT,GJANA,ENEA,Police Officer,24065
000611,005 PCT,GOMEZ,JEANNETTE,Police Officer,09353
000612,005 PCT,GOMEZ,KENNEDY,Police Officer,24563
000614,005 PCT,GONZALEZ,EDWIN,Police Officer,13640
000616,005 PCT,GORDON,VENESSA,Police Officer,05885
000621,005 PCT,GUEYE,MARVIN,Police Officer,16771
000622,005 PCT,GUO,JIANING,Police Officer,26645
000623,005 PCT,HALBOHN,DEAN,Police Officer,17543
000627,005 PCT,HARDOMAN,TYRELL,Sergeant,02421
000634,005 PCT,HSU,GEORGE,Sergeant,03127
000637,005 PCT,JALIL,MD,Police Officer,22587
000640,005 PCT,JAVED,JAWAD,Sergeant,04572
000641,005 PCT,JOEFIELD,STEPHON,Police Officer,14719
000642,005 PCT,JOHNSON,CARL,Sergeant,02719
000643,005 PCT,KANG,DENNIS,Police Officer,29955
000644,005 PCT,KARSHIGIYEV,MIKHAIL,Police Officer,06533
000645,005 PCT,KEARNEY,CASEY,Police Officer,24201
000647,005 PCT,KEMPINSKI,ANTHONY,Police Officer,26844
000648,005 PCT,KIEFER,BRANDON,Police Officer,05088
000649,005 PCT,KIM,HAK,Lieutenant,00000
000650,005 PCT,KIRKLAND,LAMONT,Police Officer,15454
000654,005 PCT,KURYS,FRANK,Detective,00845
000655,005 PCT,LAI,CHUNHO,Police Officer,12520
000657,005 PCT,LAU,JOSHUA,Police Officer,27732
000659,005 PCT,LEE,ALEXANDER,Police Officer,17467
000660,005 PCT,LEE,CRYSTAL,Police Officer,23063
000661,005 PCT,LEE,MING,Police Officer,12796
000663,005 PCT,LI,KIM,Police Officer,13537
000664,005 PCT,LI,OSCAR,Police Officer,25811
000665,005 PCT,LIN,ANNIE,Police Officer,22626
000666,005 PCT,LIU,ANDREW,Police Officer,22745
000667,005 PCT,LIU,YAOWEN,Police Officer,00732
000668,005 PCT,LOEFFEL,MICHAEL,Police Officer,13292
000674,005 PCT,MAQSOOD,KAMAL,Police Officer,07418
000675,005 PCT,MARCELINO,EMMANUEL,Sergeant,05095
000676,005 PCT,MARTINEZ,MAIRIM,Sergeant,02569
000677,005 PCT,MATOSFAMILIA,TAMARA,Police Officer,26687
000678,005 PCT,MATTHIS,SHANTELL,Police Officer,31883
000682,005 PCT,MCKEEFREY,DANIEL,Lieutenant,00000
000684,005 PCT,MEI,KEVIN,Police Officer,12726
000685,005 PCT,MERABE,FAULKNER,Police Officer,07969
000686,005 PCT,MIA,JASIM,Police Officer,29358
000692,005 PCT,MORELL,HUASCAR,Detective,03801
000693,005 PCT,MORELOMAYA,MICHELLE,Police Officer,09913
000695,005 PCT,MOTTOLA,JOEL,Sergeant,04982
000696,005 PCT,MOY,SEEYEUNG,Police Officer,12018
000698,005 PCT,MOYSEIDEL,KIMLEE,Police Officer,06436
000699,005 PCT,MUHSIN,ALI,Police Officer,06662
000701,005 PCT,NAH,DANIEL,Sergeant,05023
000702,005 PCT,NG,HAKLIN,Lieutenant,00000
000704,005 PCT,NILSEN,CRAIG,Captain,00000
000708,005 PCT,OCONNELL,ANTHONY,Police Officer,28219
000709,005 PCT,OCONNOR,THOMAS,Police Officer,18759
000714,005 PCT,OPULENTE,MICHAEL,Police Officer,20503
000715,005 PCT,ORTIZ,OSVALDO,Police Officer,14452
000718,005 PCT,PAULSON,LUKE,Sergeant,01896
000719,005 PCT,PENG,ANDREW,Police Officer,22753
000722,005 PCT,PETTINATO,DOMINIQUE,Police Officer,22712
000724,005 PCT,PHAM,DUSTIN,Police Officer,24243
000727,005 PCT,PONG,WING,Police Officer,22332
000728,005 PCT,POULSEN,MICHAEL,Police Officer,24619
000729,005 PCT,POWESKA,MONIKA,Police Officer,20143
000730,005 PCT,PRADO,KELVIN,Sergeant,02429
000732,005 PCT,PRINCE,KADELIA,Police Officer,25370
000733,005 PCT,PUN,NELSON,Police Officer,03667
000738,005 PCT,RAYSOR,BRANDON,Police Officer,23650
000740,005 PCT,REEVES,NICHOLAS,Police Officer,30719
000746,005 PCT,ROSADO,RODNEY,Police Officer,00858
000754,005 PCT,SABODACHA,NICOLE,Police Officer,13699
000757,005 PCT,SAVIC,NENAD,Police Officer,14725
000758,005 PCT,SCHARKOPF,GREGORY,Police Officer,02015
000761,005 PCT,SEZER,DENISE,Police Officer,21860
000764,005 PCT,SINGH,HARVIR,Police Officer,11941
000765,005 PCT,SINGH,JAGDEV,Sergeant,03123
000766,005 PCT,SMITH,SHANEEK,Police Officer,30189
000768,005 PCT,SOULIER,ADRIEN,Police Officer,07196
000769,005 PCT,SPANO,CHRISTOPHER,Police Officer,18773
000771,005 PCT,STEELE,DANIEL,Police Officer,02361
000772,005 PCT,STEVENS,JARRELL,Police Officer,24536
000773,005 PCT,SUMRANCHUEN,SURATHUD,Police Officer,17249
000776,005 PCT,TEJADA,TEODORO,Police Officer,25055
000777,005 PCT,TONG,CHIHO,Police Officer,10292
000779,005 PCT,TORRES,KEVIN,Police Officer,24423
000780,005 PCT,TREANOR,JOSEPH,Police Officer,20499
000783,005 PCT,URENA,ENRIQUE,Police Officer,13236
000784,005 PCT,VALITUTTO,CASSIDY,Police Officer,19188
000787,005 PCT,VEDUTIS,CHRISTOPHER,Police Officer,27030
000788,005 PCT,VELAZQUEZ,LUCIAN,Police Officer,20683
000797,005 PCT,WILLIAMS,JEFFREY,Police Officer,22854
000799,005 PCT,WONG,HENRY,Police Officer,03958
000803,005 PCT,WU,OSCAR,Police Officer,17363
000804,005 PCT,WYSZINSKI,LAUREN,Lieutenant,00000
000805,005 PCT,YAROSHEVSKY,ALAN,Police Officer,13089
000809,005 PCT,YU,NELSON,Police Officer,15726
000810,005 PCT,YU,SHANTA,Police Officer,18097
000811,005 PCT,ZANGRILLI,PAUL,Deputy Inspector,00000
000813,005 PCT,ZHONG,MAO,Police Officer,13301
000814,005 PCT,ZIEMKIEWICZ,OLA,Police Officer,12478
000817,005 PCT,ZONTINI,ROBERT,Police Officer,28669
000823,006 DET,COLASUONNO,LEONARD,Detective,02054
000824,006 DET,COLLARINI,MICHAEL,Police Officer,00964
000828,006 DET,DONEGAN,THOMAS,Detective,06625
000833,006 DET,HICKEY,BRIAN,Detective,06833
000836,006 DET,LONGO,JOSEPH,Sergeant,01883
000844,006 DET,PEREZ,RAFAEL,Detective,01217
000847,006 DET,SAMINATH,DHANAN,Sergeant,04270
000849,006 DET,SOTO,RUBEN,Sergeant,00840
000851,006 DET,STEWART,WILLIAM,Detective,05347
000853,006 DET,VANDENBURG,ROBERT,Detective,05006
000854,006 DET,VIRGILIO,NICHOLAS,Police Officer,24819
000863,006 PCT,ALOIA,DENNIS,Police Officer,00103
000864,006 PCT,ALWI,GABRIELLE,Police Officer,25245
000865,006 PCT,AMBRECHT,DANIELLE,Police Officer,17611
000866,006 PCT,AMIR,MUHAMMAD,Police Officer,10773
000868,006 PCT,ANDREWS,MICHAEL,Police Officer,09358
000874,006 PCT,BARKER,CLIFFORD,Police Officer,21941
000877,006 PCT,BEDFORD,LEROY,Detective,01829
000880,006 PCT,BENTIVEGNA,NICHOLAS,Police Officer,18770
000882,006 PCT,BOROCK,TIMOTHY,Police Officer,13720
000883,006 PCT,BRAND,ERIC,Police Officer,18266
000886,006 PCT,BRIER,STEPHEN,Police Officer,09292
000892,006 PCT,BURGOS,NERCY,Police Officer,26131
000896,006 PCT,CAN,EVRIM,Police Officer,19152
000897,006 PCT,CAREY,MAUREEN,Police Officer,20116
000900,006 PCT,CARTMELL,ROBERT,Sergeant,00650
000901,006 PCT,CASALE,MICHAEL,Sergeant,05210
000903,006 PCT,CHAMBERTIDES,PETER,Sergeant,04701
000904,006 PCT,CHAMPION,CHRISTOPHER,Police Officer,05415
000905,006 PCT,CHEUNG,KACHUN,Police Officer,05890
000907,006 PCT,CLINTON,DAVINE,Police Officer,05619
000911,006 PCT,CONNOR,NOLAN,Police Officer,20912
000912,006 PCT,CONTANT,MATTHEW,Police Officer,09703
000914,006 PCT,CORTORREAL,RANFIEL,Police Officer,09248
000917,006 PCT,CRESPO,EDAN,Police Officer,12927
000918,006 PCT,CRISTIANO,JUSTIN,Police Officer,11366
000919,006 PCT,CRONIN,THOMAS,Police Officer,08657
000921,006 PCT,CRUZ,BRIAN,Police Officer,05612
000923,006 PCT,CULLINANE,BRIDGET,Police Officer,05793
000924,006 PCT,DARABANT,RONALD,Sergeant,02842
000926,006 PCT,DEFONZO,PATRICK,Detective,05039
000928,006 PCT,DEMES,YOUSEF,Police Officer,26487
000930,006 PCT,DERLETH,STEVEN,Police Officer,28365
000936,006 PCT,DONES,JONATHAN,Police Officer,27390
000937,006 PCT,DONGGILIO,JIMMY,Sergeant,02479
000938,006 PCT,DOUGLAS,NIXON,Police Officer,09711
000943,006 PCT,FABRIZIO,ERIC,Police Officer,27211
000944,006 PCT,FARCIERT,ALVIN,Police Officer,26916
000946,006 PCT,FERGUSON,BRIAN,Police Officer,06843
000952,006 PCT,GAMBINA,MICHAEL,Police Officer,05499
000953,006 PCT,GARCIA,BRIAN,Detective,03371
000956,006 PCT,GEGA,MARGARITA,Police Officer,25313
000958,006 PCT,GIERSBACH,GARY,Lieutenant,00000
000959,006 PCT,GNATOWSKI,GREG,Police Officer,23753
000961,006 PCT,GONDRY,NICOLE,Sergeant,01744
000962,006 PCT,GONZALEZ,ANGEL,Police Officer,00463
000964,006 PCT,GRACE,THOMAS,Police Officer,01436
000965,006 PCT,GRANNUM,BRYAN,Police Officer,00890
000966,006 PCT,GRANT,KENTON,Police Officer,05639
000967,006 PCT,GRANT,MALIKA,Police Officer,28544
000970,006 PCT,GREEN,CEDRIC,Captain,00000
000975,006 PCT,GUTIC,ELVEDIN,Sergeant,01005
000977,006 PCT,HANGAS,SAUTANIA,Police Officer,16657
000978,006 PCT,HARDMAN,BRIAN,Police Officer,04990
000979,006 PCT,HARVEY,OCTAVIER,Police Officer,00459
000983,006 PCT,HENDRICK,TYLER,Police Officer,02811
000984,006 PCT,HEREDIA,JASON,Police Officer,20851
000986,006 PCT,HERNANDEZHACHAC,GIANJAIRA,Police Officer,25659
000990,006 PCT,HOSSAIN,JAHED,Police Officer,28408
000991,006 PCT,HOULAHAN,DANIEL,Sergeant,00821
000993,006 PCT,IMAFIDON,ADEZA,Police Officer,12270
000995,006 PCT,IRWIN,BIANCA,Police Officer,02049
000996,006 PCT,ISLAM,MOHAMMAD,Police Officer,25661
001000,006 PCT,JANISON,ROBERT,Police Officer,11873
001002,006 PCT,JONES,BRENDAN,Sergeant,01471
001008,006 PCT,KIM,KYONG,Lieutenant,00000
001009,006 PCT,KINSEYGRAY,ELIJAH,Police Officer,17401
001015,006 PCT,KRASNIQI,ILIR,Police Officer,08708
001019,006 PCT,LANG,CATHLEEN,Police Officer,23900
001021,006 PCT,LAWRENCE,JOSHUA,Police Officer,08597
001023,006 PCT,LEE,DOUGLAS,Police Officer,06978
001025,006 PCT,LEE,VICTOR,Police Officer,12722
001026,006 PCT,LEWANDOWSKI,THOMAS,Sergeant,03617
001027,006 PCT,LI,CHEUNG,Police Officer,05474
001028,006 PCT,LIANDRAKIS,NIKOLAOS,Police Officer,14803
001032,006 PCT,LOLLAR,JONATHAN,Police Officer,19966
